symbol	desc	logFC	adj.P.Val	B
 ADAM21 	 ADAM metallopeptidase domain 21 	-0.2025927139	0.3810754085	-6.0025740163
 ADAM22 	 ADAM metallopeptidase domain 22 	-0.4118899246	0.2476463526	-5.3181640622
 ADAM23 	 ADAM metallopeptidase domain 23 	-0.3677926882	0.6252600785	-6.6712002906
 ADAM28 	 ADAM metallopeptidase domain 28 	1.2101709108	0.026491093	-1.2693506728
 ADAM29 	 ADAM metallopeptidase domain 29 	0.0266831869	0.9136641159	-7.0144753561
 ADAM30 	 ADAM metallopeptidase domain 30 	-0.1932852013	0.249797688	-5.3310108782
 ADAM32 	 ADAM metallopeptidase domain 32 	-0.1405365116	0.4721019165	-6.3119420833
 ADAM33 	 ADAM metallopeptidase domain 33 	-0.2644920475	0.1861663018	-4.8232424827
 ADAM3A 	 ADAM metallopeptidase domain 3A (pseudogene) 	0.044688691	0.8106809106	-6.9339884915
 ADAM5 	 ADAM metallopeptidase domain 5, pseudogene 	0.1770550657	0.3156987938	-5.7111926802
 ADAM6 	 ADAM metallopeptidase domain 6, pseudogene 	-0.0871002734	0.6521138318	-6.7194544735
 ADAM7 	 ADAM metallopeptidase domain 7 	-0.0313417994	0.8657839558	-6.9839590542
 ADAM8 	 ADAM metallopeptidase domain 8 	0.5254775367	0.0228913636	-0.9921431801
 ADAM9 	 ADAM metallopeptidase domain 9 	-0.1207436203	0.6929690564	-6.784701656
 ADAMDEC1 	 ADAM-like, decysin 1 	3.1120581477	0.00045449	6.6403466987
 ADAMTS1 	 ADAM metallopeptidase with thrombospondin type 1 motif, 1 	0.5389682656	0.1140986791	-3.9489863917
 ADAMTS10 	 ADAM metallopeptidase with thrombospondin type 1 motif, 10 	0.3570160171	0.1560311427	-4.5070973028
 ADAMTS12 	 ADAM metallopeptidase with thrombospondin type 1 motif, 12 	0.1782234866	0.6071286189	-6.6362441295
 ADAMTS13 	 ADAM metallopeptidase with thrombospondin type 1 motif, 13 	-0.2028778936	0.2358086224	-5.236390145
 ADAMTS14 	 ADAM metallopeptidase with thrombospondin type 1 motif, 14 	-0.2711794982	0.1482443723	-4.4168622759
 ADAMTS15 	 ADAM metallopeptidase with thrombospondin type 1 motif, 15 	-0.3924483716	0.1651606099	-4.608020195
 ADAMTS16 	 ADAM metallopeptidase with thrombospondin type 1 motif, 16 	-0.3606327155	0.1388278668	-4.3023108642
 ADAMTS17 	 ADAM metallopeptidase with thrombospondin type 1 motif, 17 	-0.1167790537	0.5754183025	-6.5705095253
 ADAMTS18 	 ADAM metallopeptidase with thrombospondin type 1 motif, 18 	-0.1370567561	0.4272688643	-6.1686317125
 ADAMTS19 	 ADAM metallopeptidase with thrombospondin type 1 motif, 19 	-0.2717261143	0.2289784689	-5.187586221
 ADAMTS2 	 ADAM metallopeptidase with thrombospondin type 1 motif, 2 	-0.1011767089	0.6782755868	-6.760434003
 ADAMTS20 	 ADAM metallopeptidase with thrombospondin type 1 motif, 20 	-0.1109287486	0.4681091578	-6.2978408372
 ADAMTS3 	 ADAM metallopeptidase with thrombospondin type 1 motif, 3 	0.5457356969	0.0806059428	-3.3399169603
 ADAMTS4 	 ADAM metallopeptidase with thrombospondin type 1 motif, 4 	0.3577586674	0.0545482372	-2.6381328816
 ADAMTS5 	 ADAM metallopeptidase with thrombospondin type 1 motif, 5 	0.0672666928	0.9114649134	-7.0131865737
 ADAMTS6 	 ADAM metallopeptidase with thrombospondin type 1 motif, 6 	-0.1276778514	0.4936389959	-6.3734069621
 ADAMTS7 	 ADAM metallopeptidase with thrombospondin type 1 motif, 7 	-0.1409930509	0.4750423071	-6.3205282325
 ADAMTS8 	 ADAM metallopeptidase with thrombospondin type 1 motif, 8 	-0.0668706356	0.7256817659	-6.833241128
 ADAMTS9 	 ADAM metallopeptidase with thrombospondin type 1 motif, 9 	-0.0433799996	0.8893817022	-7.0001269639
 ADAMTSL1 	 ADAMTS-like 1 	-0.1619430789	0.7034331877	-6.800646364
 ADAMTSL1 	 ADAMTS-like 1 	-0.0920377245	0.706952032	-6.8057234661
 ADAMTSL2 	 ADAMTS-like 2 	-0.1484720877	0.4463628227	-6.2319385427
 ADAMTSL3 	 ADAMTS-like 3 	-0.135355347	0.7184119347	-6.8235716156
 ADAMTSL4 	 ADAMTS-like 4 	0.0365273449	0.9151450832	-7.0152911174
 ADAMTSL4-AS1 	 ADAMTSL4 antisense RNA 1 	0.0855405156	0.6026866293	-6.6268993558
 ADAMTSL5 	 ADAMTS-like 5 	0.0159284	0.9678845395	-7.0349134704
 ADAP1 	 ArfGAP with dual PH domains 1 	0.2773139788	0.4005831421	-6.0770692027
 ADAP2 	 ArfGAP with dual PH domains 2 	1.1314048695	0.0044166959	1.8330672739
 ADAR 	 adenosine deaminase, RNA-specific 	0.4316738555	0.0248957964	-1.1423657687
 ADARB1 	 adenosine deaminase, RNA-specific, B1 	0.4683746221	0.2097967635	-5.0388047321
 ADARB2 	 adenosine deaminase, RNA-specific, B2 (non-functional) 	-0.2887577357	0.176925141	-4.7297165654
 ADAT1 	 adenosine deaminase, tRNA-specific 1 	-0.0758984288	0.7460270808	-6.8591789679
 ADAT2 	 adenosine deaminase, tRNA-specific 2 	0.1662071647	0.4713085926	-6.3072012035
 ADAT3 	 adenosine deaminase, tRNA-specific 3 	0.1800120161	0.3751462715	-5.978991886
 ADAT3 	 adenosine deaminase, tRNA-specific 3 	0.0149561042	0.936838154	-7.0250382783
 ADCK1 	 aarF domain containing kinase 1 	0.1671826221	0.5241788371	-6.4517215648
 ADCK2 	 aarF domain containing kinase 2 	0.2605101858	0.1663996244	-4.61997814
 ADCK3 	 aarF domain containing kinase 3 	-0.1726690199	0.5904554799	-6.602963784
 ADCK4 	 aarF domain containing kinase 4 	0.26617284	0.2727993986	-5.4770647209
 ADCK5 	 aarF domain containing kinase 5 	-0.0209058042	0.919177292	-7.017194904
 ADCY1 	 adenylate cyclase 1 (brain) 	-0.08866851	0.6412113741	-6.7001989809
 ADCY10 	 adenylate cyclase 10 (soluble) 	0.0265569325	0.8822102766	-6.9954848523
 ADCY10P1 	 adenylate cyclase 10 (soluble) pseudogene 1 	0.1117077196	0.7631270715	-6.8808156195
 ADCY2 	 adenylate cyclase 2 (brain) 	-0.436116459	0.1386248733	-4.2991786544
 ADCY3 	 adenylate cyclase 3 	0.3681558088	0.2250703843	-5.1624409175
 ADCY4 	 adenylate cyclase 4 	0.3494853829	0.1892184966	-4.8545751776
 ADCY5 	 adenylate cyclase 5 	-0.5305889956	0.2823726457	-5.5328656972
 ADCY6 	 adenylate cyclase 6 	-0.1783067772	0.3391201514	-5.8240962699
 ADCY7 	 adenylate cyclase 7 	1.2763195447	0.0007038308	5.3538842431
 ADCY8 	 adenylate cyclase 8 (brain) 	-0.3374936242	0.0520266571	-2.5568696021
 ADCY9 	 adenylate cyclase 9 	-0.2270992301	0.4353500143	-6.1965361196
 ADCYAP1 	 adenylate cyclase activating polypeptide 1 (pituitary) 	0.0105660579	0.9693491158	-7.0352220121
 ADCYAP1R1 	 adenylate cyclase activating polypeptide 1 (pituitary) receptor type I 	-0.107134647	0.6629274435	-6.7371943249
 ADD1 	 adducin 1 (alpha) 	0.0426355579	0.8300314445	-6.953670587
 ADD2 	 adducin 2 (beta) 	0.3567718224	0.1146442176	-3.9572230101
 ADD3 	 adducin 3 (gamma) 	-0.4390129382	0.0803905171	-3.3358791679
 ADGB 	 androglobin 	-0.0850104484	0.6832088509	-6.7687169164
 ADH1A 	 alcohol dehydrogenase 1A (class I), alpha polypeptide 	-0.3147290285	0.3393726466	-5.8249385313
 ADH1B 	 alcohol dehydrogenase 1B (class I), beta polypeptide 	-0.3644009426	0.3418257912	-5.8351113246
 ADH1C 	 alcohol dehydrogenase 1C (class I), gamma polypeptide 	-0.6895200745	0.1276623178	-4.1475342679
 ADH4 	 alcohol dehydrogenase 4 (class II), pi polypeptide 	0.0911143821	0.6922124458	-6.7836764909
 ADH5 	 alcohol dehydrogenase 5 (class III), chi polypeptide 	-0.4847106303	0.0775539396	-3.2687480977
 ADH5P4 	 alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4 	-0.6350220593	0.0190210285	-0.6523733662
 ADH6 	 alcohol dehydrogenase 6 (class V) 	-1.2012418782	0.0266361668	-1.2780700897
 ADH7 	 alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide 	-0.1374253445	0.5348155973	-6.4767400403
 ADHFE1 	 alcohol dehydrogenase, iron containing, 1 	-0.8107445315	0.0285775998	-1.4261706238
 ADI1 	 acireductone dioxygenase 1 	-0.8048913047	0.0305987162	-1.5501301487
 ADIG 	 adipogenin 	-0.0793815483	0.6983685996	-6.7930724621
 ADIPOQ 	 adiponectin, C1Q and collagen domain containing 	-0.7899610091	0.3244192979	-5.7545697323
 ADIPOR1 	 adiponectin receptor 1 	-0.1246714989	0.4847084955	-6.3484468156
 ADIPOR2 	 adiponectin receptor 2 	0.0305821264	0.877179067	-6.9920488257
 ADIRF 	 adipogenesis regulatory factor 	-0.8405536212	0.020341977	-0.7743074452
 ADK 	 adenosine kinase 	-0.1850111844	0.2924890708	-5.5876006061
 ADM 	 adrenomedullin 	0.142634221	0.551072344	-6.5159160456
 ADM2 	 adrenomedullin 2 	-0.2913861268	0.2698211306	-5.4582685791
 ADNP 	 activity-dependent neuroprotector homeobox 	-0.0758225782	0.6983685996	-6.7930793532
 ADNP2 	 ADNP homeobox 2 	0.0755202369	0.6295377171	-6.6787641005
 ADO 	 2-aminoethanethiol (cysteamine) dioxygenase 	-0.0331522959	0.8467942946	-6.9686245464
 ADORA1 	 adenosine A1 receptor 	0.2233384586	0.3633012874	-5.928537994
 ADORA2A 	 adenosine A2a receptor 	0.7631354813	0.0059869747	1.2957463869
 ADORA2A-AS1 	 ADORA2A antisense RNA 1 	-0.5707520019	0.0612694955	-2.8417296739
 ADORA2B 	 adenosine A2b receptor 	-0.1021684401	0.6643823232	-6.7395065523
 ADORA3 	 adenosine A3 receptor 	0.0224210497	0.9497514691	-7.0300913887
 ADPGK 	 ADP-dependent glucokinase 	0.5335360408	0.0233332805	-1.0263363277
 ADPRH 	 ADP-ribosylarginine hydrolase 	0.4525301139	0.0408221556	-2.1100729875
 ADPRHL1 	 ADP-ribosylhydrolase like 1 	-0.0963199685	0.5379637684	-6.4847788912
 ADPRHL2 	 ADP-ribosylhydrolase like 2 	0.3527553139	0.1882442687	-4.8445586013
 ADPRM 	 ADP-ribose	0.1022452579	0.4840838717	-6.3464805741
 ADRA1A 	 adrenoceptor alpha 1A 	-0.8419262499	0.2178396335	-5.1045834486
 ADRA1B 	 adrenoceptor alpha 1B 	-0.5099246633	0.0448121596	-2.2851973338
 ADRA1D 	 adrenoceptor alpha 1D 	-0.2206395668	0.1871583885	-4.8335519337
 ADRA2A 	 adrenoceptor alpha 2A 	0.1994018742	0.5167711793	-6.433048073
 ADRA2B 	 adrenoceptor alpha 2B 	-0.2772001999	0.1631169969	-4.5873733343
 ADRA2C 	 adrenoceptor alpha 2C 	0.327757845	0.3081752572	-5.6754084327
 ADRB1 	 adrenoceptor beta 1 	-0.209005872	0.2441522184	-5.2957265577
 ADRB2 	 adrenoceptor beta 2, surface 	0.3915608547	0.0712919313	-3.1164594954
 ADRB3 	 adrenoceptor beta 3 	-0.2229726205	0.2948913938	-5.6009985041
 ADRBK1 	 adrenergic, beta, receptor kinase 1 	1.005924927	0.0032360619	2.4374068262
 ADRBK2 	 adrenergic, beta, receptor kinase 2 	1.1239533083	0.0055630077	1.4246993058
 ADRM1 	 adhesion regulating molecule 1 	0.4405005094	0.1286888221	-4.1660555298
 ADSL 	 adenylosuccinate lyase 	0.3187373954	0.1069912569	-3.8362745039
 ADSS 	 adenylosuccinate synthase 	-0.2296121335	0.3714687451	-5.9636457899
 ADSSL1 	 adenylosuccinate synthase like 1 	-0.462687974	0.2667326835	-5.4381438036
 ADTRP 	 androgen-dependent TFPI-regulating protein 	-0.0806095582	0.8547088118	-6.9752925019
 AEBP1 	 AE binding protein 1 	0.2557392201	0.6716750007	-6.7506664423
 AEBP2 	 AE binding protein 2 	-0.181201212	0.2629743463	-5.4145805721
 AEN 	 apoptosis enhancing nuclease 	0.3918017248	0.0520266571	-2.5572398893
 AES 	 amino-terminal enhancer of split 	0.4070464099	0.1179661513	-4.0112113418
 AFAP1 	 actin filament associated protein 1 	0.265509464	0.2996689718	-5.625892629
 AFAP1-AS1 	 AFAP1 antisense RNA 1 	-0.2806991326	0.1765414125	-4.7268105252
 AFAP1L1 	 actin filament associated protein 1-like 1 	-0.0566106829	0.8197370824	-6.9437479841
 AFAP1L2 	 actin filament associated protein 1-like 2 	-0.1099089386	0.7017966516	-6.798275665
 AFF1 	 AF4	0.1231484997	0.5231226798	-6.4489774214
 AFF2 	 AF4	0.0800822328	0.6359969179	-6.690245451
 AFF3 	 AF4	0.986962481	0.066951716	-3.0027272641
 AFF4 	 AF4	-0.1596792532	0.3042560435	-5.6518522773
 AFG3L1P 	 AFG3-like AAA ATPase 1, pseudogene 	0.061153159	0.7058089571	-6.8042762907
 AFG3L2 	 AFG3-like AAA ATPase 2 	-0.7133399211	0.0369645887	-1.9071022255
 AFM 	 afamin 	-2.1999987195	0.0075791345	0.8811467019
 AFMID 	 arylformamidase 	-1.1413845122	0.0064848325	1.1503503487
 AFP 	 alpha-fetoprotein 	-0.1200506002	0.4549137447	-6.2578180693
 AFTPH 	 aftiphilin 	-0.5790598461	0.0339833686	-1.7475867799
 AGA 	 aspartylglucosaminidase 	0.2408242475	0.3008378595	-5.6321642961
 AGAP1 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 	-0.2875056589	0.1661387282	-4.6174913058
 AGAP2 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 	0.7736540913	0.0024647024	2.9367059593
 AGAP3 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 	0.1100205131	0.4781800406	-6.3290407746
 AGAP5 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 	-0.0442322758	0.8489803467	-6.9706282987
 AGAP5 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 	-0.0208213475	0.9344090924	-7.0239765061
 AGAP5 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 	-0.0144217379	0.9395400728	-7.0262120766
 AGAP6 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 	-0.0667766589	0.7909085337	-6.9134576313
 AGAP6 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 	-0.0229293793	0.9281416926	-7.0212815884
 AGAP6 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 	0.0187389041	0.9403640343	-7.0264999229
 AGAP6 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 	-0.004806946	0.982131732	-7.0371665974
 AGAP6 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 	0.0022999937	0.992599134	-7.0380442992
 AGAP6 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 	-0.0005446135	0.9984333894	-7.0382092471
 AGAP7P 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene 	-0.0667766589	0.7909085337	-6.9134576313
 AGBL1 	 ATP	-0.3745823137	0.2867838261	-5.5575898487
 AGBL2 	 ATP	-0.1497055339	0.5911581845	-6.6045161562
 AGBL3 	 ATP	-0.6157599311	0.0193888115	-0.6837499408
 AGBL4 	 ATP	-0.3417847462	0.2348217718	-5.2267875016
 AGBL5 	 ATP	-0.0614619937	0.733740327	-6.8440966049
 AGER 	 advanced glycosylation end product-specific receptor 	0.2888707853	0.3058246632	-5.6599717599
 AGER 	 advanced glycosylation end product-specific receptor 	0.2888707853	0.3058246632	-5.6599717599
 AGER 	 advanced glycosylation end product-specific receptor 	0.2889182106	0.3258868947	-5.7614920455
 AGFG1 	 ArfGAP with FG repeats 1 	0.1099144767	0.5441972141	-6.4990482685
 AGFG2 	 ArfGAP with FG repeats 2 	0.2455970223	0.2854635496	-5.5504415913
 AGGF1 	 angiogenic factor with G patch and FHA domains 1 	-0.2566703554	0.1572841057	-4.5240578535
 AGK 	 acylglycerol kinase 	-0.0086121056	0.9688049609	-7.0351303095
 AGL 	 amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase 	-0.7686446735	0.0085763793	0.7008231435
 AGMAT 	 agmatine ureohydrolase (agmatinase) 	-0.9693661104	0.0188284182	-0.6367269053
 AGMO 	 alkylglycerol monooxygenase 	-0.7211859285	0.1249195584	-4.1087621782
 AGO1 	 argonaute RISC catalytic component 1 	0.0484958001	0.8237877561	-6.9475953307
 AGO2 	 argonaute RISC catalytic component 2 	0.4363914473	0.04408936	-2.2513147225
 AGO3 	 argonaute RISC catalytic component 3 	0.0599021304	0.7285497653	-6.8376349496
 AGO4 	 argonaute RISC catalytic component 4 	0.3792228111	0.1861540921	-4.8229328064
 AGPAT1 	 1-acylglycerol-3-phosphate O-acyltransferase 1 	0.0601888114	0.8221630371	-6.9463280714
 AGPAT1 	 1-acylglycerol-3-phosphate O-acyltransferase 1 	0.0601888114	0.8221630371	-6.9463280714
 AGPAT1 	 1-acylglycerol-3-phosphate O-acyltransferase 1 	0.0601888114	0.8221630371	-6.9463280714
 AGPAT2 	 1-acylglycerol-3-phosphate O-acyltransferase 2 	-0.0743220159	0.6850629725	-6.7725093569
 AGPAT3 	 1-acylglycerol-3-phosphate O-acyltransferase 3 	-0.280790683	0.3044491719	-5.652861766
 AGPAT4 	 1-acylglycerol-3-phosphate O-acyltransferase 4 	-0.2113487694	0.5159022836	-6.431069061
 AGPAT4-IT1 	 AGPAT4 intronic transcript 1 (non-protein coding) 	-0.0222715526	0.940784699	-7.026663561
 AGPAT5 	 1-acylglycerol-3-phosphate O-acyltransferase 5 	-0.3321581149	0.1949409882	-4.9094975616
 AGPAT6 	 1-acylglycerol-3-phosphate O-acyltransferase 6 	0.3007428712	0.1672022279	-4.6289988985
 AGPAT9 	 1-acylglycerol-3-phosphate O-acyltransferase 9 	-1.3169027101	0.0174088105	-0.4994051864
 AGPS 	 alkylglycerone phosphate synthase 	-0.5641621373	0.1647372771	-4.6038869667
 AGR2 	 anterior gradient 2 	0.845477773	0.2881046327	-5.5636631774
 AGR3 	 anterior gradient 3 	-0.0162762378	0.9541643854	-7.0313177634
 AGRN 	 agrin 	0.314110887	0.1253220996	-4.1156923944
 AGRP 	 agouti related protein homolog (mouse) 	-0.3123997937	0.093340465	-3.5972702371
 AGT 	 angiotensinogen (serpin peptidase inhibitor, clade A, member 8) 	-0.5634395979	0.3306074695	-5.7849501691
 AGTPBP1 	 ATP	-0.0007586775	0.9984629071	-7.0382097609
 AGTR1 	 angiotensin II receptor, type 1 	-0.8148516539	0.0274310601	-1.341852065
 AGTR2 	 angiotensin II receptor, type 2 	-0.8105839616	0.006649679	1.1070114099
 AGTRAP 	 angiotensin II receptor-associated protein 	0.3101975471	0.2300965397	-5.1957195629
 AGXT 	 alanine-glyoxylate aminotransferase 	-1.2403656744	0.0410208306	-2.1195053838
 AGXT2 	 alanine--glyoxylate aminotransferase 2 	-0.9790892012	0.0508028467	-2.5010383689
 AHCTF1 	 AT hook containing transcription factor 1 	-0.6517325602	0.0521947836	-2.5617087423
 AHCTF1 	 AT hook containing transcription factor 1 	-0.782773515	0.0847105162	-3.4252849585
 AHCY 	 adenosylhomocysteinase 	-0.7575357675	0.0741384587	-3.1862337225
 AHCYL1 	 adenosylhomocysteinase-like 1 	-0.33310462	0.0617868631	-2.861141102
 AHCYL2 	 adenosylhomocysteinase-like 2 	-0.6225520236	0.1198362748	-4.0374677357
 AHDC1 	 AT hook, DNA binding motif, containing 1 	-0.0085485762	0.9702998781	-7.0354706005
 AHI1 	 Abelson helper integration site 1 	-0.3358967295	0.1364165748	-4.2699274044
 AHNAK 	 AHNAK nucleoprotein 	0.0620763393	0.8126306663	-6.9361351988
 AHNAK2 	 AHNAK nucleoprotein 2 	0.0117900325	0.9923789547	-7.0380344355
 AHR 	 aryl hydrocarbon receptor 	0.4156336415	0.357934946	-5.9059282997
 AHRR 	 aryl-hydrocarbon receptor repressor 	-0.0994202838	0.6627515287	-6.7369687993
 AHSA1 	 AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast) 	0.3142970456	0.2408210799	-5.2714772037
 AHSA2 	 AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) 	-0.1417572965	0.6243877144	-6.6695405746
 AHSG 	 alpha-2-HS-glycoprotein 	0.0549177684	0.7345265181	-6.845143039
 AHSP 	 alpha hemoglobin stabilizing protein 	0.1688860721	0.7503095204	-6.8644722475
 AICDA 	 activation-induced cytidine deaminase 	-0.0035044259	0.9850902131	-7.0375155402
 AIDA 	 axin interactor, dorsalization associated 	0.178080902	0.3581300593	-5.9067448569
 AIDA 	 axin interactor, dorsalization associated 	0.1381623027	0.5709364481	-6.5606155225
 AIF1 	 allograft inflammatory factor 1 	0.6761707863	0.1157147169	-3.9745341789
 AIF1 	 allograft inflammatory factor 1 	0.6761707863	0.1157147169	-3.9745341789
 AIF1 	 allograft inflammatory factor 1 	0.6761707863	0.1157147169	-3.9745341789
 AIF1L 	 allograft inflammatory factor 1-like 	-0.2437335825	0.2165324024	-5.093698553
 AIFM1 	 apoptosis-inducing factor, mitochondrion-associated, 1 	-0.4162653398	0.0743605289	-3.1927266596
 AIFM2 	 apoptosis-inducing factor, mitochondrion-associated, 2 	0.1336887264	0.4762557287	-6.3232522037
 AIFM3 	 apoptosis-inducing factor, mitochondrion-associated, 3 	-0.2482801018	0.2656027136	-5.4304814591
 AIG1 	 androgen-induced 1 	-0.7243072384	0.0150884409	-0.2481053044
 AIM1 	 absent in melanoma 1 	0.1446962211	0.6120414333	-6.6458603796
 AIM1L 	 absent in melanoma 1-like 	-0.2455982469	0.2989876491	-5.6219841858
 AIM2 	 absent in melanoma 2 	2.4017058752	0.0011962797	4.1343008765
 AIMP1 	 aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 	-0.4782758833	0.0456254568	-2.3193345399
 AIMP2 	 aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 	0.0246445144	0.9229970117	-7.0188692863
 AIP 	 aryl hydrocarbon receptor interacting protein 	0.4869920745	0.0969037864	-3.6609470026
 AIPL1 	 aryl hydrocarbon receptor interacting protein-like 1 	-0.1904065995	0.31166121	-5.6923041454
 AIRE 	 autoimmune regulator 	-0.1147618447	0.5513057224	-6.5164467277
 AJAP1 	 adherens junctions associated protein 1 	-0.4616980297	0.4638688398	-6.2850786165
 AJUBA 	 ajuba LIM protein 	0.0256208934	0.9242665528	-7.0195127346
 AK1 	 adenylate kinase 1 	-0.178169163	0.3427009683	-5.8391092246
 AK2 	 adenylate kinase 2 	-0.2819715517	0.1191178476	-4.0265083033
 AK2 	 adenylate kinase 2 	-0.1948867226	0.2385012915	-5.2561561923
 AK3 	 adenylate kinase 3 	-0.4407205395	0.0489677344	-2.4388119164
 AK4 	 adenylate kinase 4 	-1.0231362432	0.0227945942	-0.9811283232
 AK4 	 adenylate kinase 4 	-0.4307815333	0.0719025023	-3.1315174815
 AK5 	 adenylate kinase 5 	-0.9547564103	0.0723693901	-3.143464231
 AK6 	 adenylate kinase 6 	-0.2258845578	0.351997809	-5.8816531025
 AK6 	 adenylate kinase 6 	-0.234316036	0.3604633001	-5.9167461654
 AK7 	 adenylate kinase 7 	-0.2417194439	0.58568671	-6.5930323729
 AK8 	 adenylate kinase 8 	-0.1034473917	0.5990024204	-6.6200484967
 AK9 	 adenylate kinase 9 	-0.3874548662	0.0702145889	-3.089966729
 AK9 	 adenylate kinase 9 	-0.2017780263	0.2521991631	-5.3451523011
 AK9 	 adenylate kinase 9 	-0.110889354	0.4713085926	-6.3071650526
 AKAP1 	 A kinase (PRKA) anchor protein 1 	-0.4072075557	0.1294644258	-4.1790886594
